1.572977488392161263e+02,1.019653497643930109e+02,1.248211898088350722e+02,1.800835904764365694e+02,1.537818793583492436e+02,3.316753516635668007e+02,2.449372614991894466e+02,1.492978946194436958e+02,1.993170244358316552e+02,2.065798568993193385e+02,7.447209907172957344e+01,1.322669560859232263e+02,2.706829222800361094e+02,1.809104950504307396e+02,8.191038014729981853e+01
1.626005879778058159e+02,1.139193063368880132e+02,6.496081125933341127e+01,3.784297670908952682e+01,4.731426185780535576e+01,1.038128801504951326e+02,2.378303697636568472e+02,7.735033886769446099e+01,1.075883447941792781e+02,9.081375901354027746e+01,1.019848634569144821e+02,4.479286465019806229e+01,7.552636029367269543e+01,2.841210510329420558e+01,6.425016976543250280e+01
2.408314884253795469e+02,5.742222966546531637e+01,9.327989153865073035e+01,1.079212016230397239e+03,6.772642572884439005e+01,6.927653604047397096e+01,1.202385364185996082e+02,1.166088339357378487e+02,1.359837433934370949e+02,1.346739846633277011e+03,8.403384350412173376e+01,1.584938250919395273e+02,6.251639986034076202e+01,5.378495142475207103e+03,8.614124105813809251e+01
4.039692608977224353e+01,1.560634680194442758e+01,5.647611088288775250e+01,4.622465246261315031e+01,7.496045136286453214e+01,3.791919862576249045e+01,5.025866369158658387e+01,1.887477252185292684e+02,4.843833909019793538e+01,3.964541713830054448e+01,7.416649098907248572e+01,3.945436153720500272e+01,3.656853739082077936e+01,5.956030064945385050e+01,3.957647806898904719e+01
2.367590151992362451e+02,1.003563490322159311e+02,1.580431300169931603e+02,2.020133985423446461e+02,8.124440522362071704e+01,1.024092515316660865e+02,1.869718762780701127e+02,9.314769759986033648e+01,1.443712738796343444e+02,7.486657860147334986e+02,1.132743355604700639e+02,1.549255922635571778e+02,1.532050589632762581e+02,2.499450131248567573e+02,2.646678167694663557e+02
7.844103344504533482e+01,4.545882062861750939e+01,7.776642739716960762e+01,8.790116636271282857e+01,7.808797664481038225e+01,9.220544956822676852e+01,1.353861560285033363e+02,8.546055804080255314e+01,7.771471312079913218e+01,5.884893230246842677e+01,3.164236566217510571e+01,3.705439550260051362e+01,7.931694618470412195e+01,2.343763638027724880e+02,3.333869530859173835e+01
2.809133519697363681e+02,1.218645081707680902e+02,1.418808345554073469e+02,2.412378724556855332e+02,1.441299314654189914e+02,6.817463231218026749e+02,2.612494848907686560e+02,7.563797165900903963e+01,1.753688275343205873e+02,2.581004317376283552e+02,6.184550765203690048e+01,1.940934119635800812e+02,2.661186234417149876e+02,1.265100465237266292e+02,2.353028728583961993e+02
1.213198837194102850e+02,3.642937175100021108e+01,2.962391212277184493e+01,9.108451384976696374e+01,2.324583521064866432e+01,7.872236777775449923e+01,6.839136732682264608e+01,3.129004401830991355e+01,2.512065928696532424e+01,8.859194643571407823e+01,2.395960144424177329e+01,3.880116086690028254e+01,8.647312634866329972e+01,1.041666166558149200e+02,3.477959318521529042e+01
1.016424447114557950e+02,5.633708734509790617e+01,1.005264908292237891e+02,1.076107191922178856e+02,7.680466871183955391e+01,1.138928630078458895e+02,1.753423174791352324e+02,6.373472781653010344e+01,8.365804751847473142e+01,1.643448867883512321e+02,4.383841804632776018e+01,7.046477636665042610e+01,1.124545219087594461e+02,5.292008102734641994e+01,8.742794925074394996e+01
4.072004099820882743e+02,1.919391004987070346e+02,1.275284673461778539e+03,5.790097517213223455e+02,3.073859495264832162e+02,4.417198569126055077e+02,3.349869091309274722e+02,4.668273600207259619e+02,2.472345562240612082e+02,6.393991558361965417e+02,2.352285320307475445e+02,4.545674813795084219e+02,5.073656576101490714e+02,2.243883588258275665e+02,3.794622468388769789e+02
1.454154301377273839e+02,3.855954371896323352e+01,3.979775671046233043e+01,2.567492282003230457e+02,5.626096394750692298e+01,9.326604514090698217e+01,1.533803626951655588e+02,5.200756008915301720e+01,7.192955523028162190e+01,1.890709864373117739e+02,6.865609147147263513e+01,6.843889144160169735e+01,5.777022499334653816e+01,2.224980161134199079e+02,4.819934367235736516e+01
3.844068275629842901e+01,3.013522027648494372e+01,2.165276793819299073e+01,5.423321081580355951e+01,5.357877470205107073e+01,7.809635341460003133e+01,4.898556749299728352e+01,9.357559246056375457e+01,3.791232203990234240e+01,3.956109047902580755e+01,3.289973495463124920e+01,1.090478380145618864e+01,4.106012253269170742e+01,1.700408080667463651e+02,2.092296826855428193e+01
2.929235945884318681e+01,2.432315926900812997e+01,4.366409996549558059e+01,9.248400160271894777e+01,3.223995897713530212e+01,5.787463963150795365e+01,6.379350269122230799e+01,5.979062121371096339e+01,8.912192892090649821e+01,7.036109644829548415e+01,5.442042500623057322e+01,1.111417131032984997e+02,5.212200384302111900e+01,2.555647737792587648e+01,5.681401249067954495e+01
2.440490383887544823e+01,2.162199881067125418e+01,1.429096809416540204e+01,1.968771179406002503e+01,3.090368820735779920e+01,4.147605153425446645e+01,4.312152993360083997e+01,4.775870447718150302e+01,1.277045017470801014e+01,1.537570603876680480e+02,2.326357096726303908e+01,6.806146453512036842e+00,1.076024355202728522e+01,1.111718366144142038e+02,5.205135160240621062e+00
3.065209489181135041e+02,1.408476789015814461e+02,1.856097324950337111e+02,1.982061507276404768e+02,2.097822866935552781e+02,7.243211063972662487e+02,3.531076250136151771e+02,2.180456108672381106e+02,1.768770675782144224e+02,2.363983611604378723e+02,1.309460212451651842e+02,1.458443420316312995e+02,3.263811417295313504e+02,1.711557554141917024e+02,1.469561708267850122e+02
1.995709304557487656e+02,9.990748737056925677e+01,7.858914958222004543e+01,1.120481561700464681e+02,1.313106564686676450e+02,2.845213565608253248e+02,2.228366076469204984e+02,9.664497972646752544e+01,1.339578519076148382e+02,3.106173209102719284e+02,6.727346853426588780e+01,1.667464064877989358e+02,2.350745683381401250e+02,2.904219611916855683e+02,1.154790986487576134e+02
